Core-index,Vocab-KO-Index,Sent-KO-Index,New-Opt-Voc-Index,Opt-Voc-Index,Opt-Sen-Index,jlpt ,Vocab-expression,Vocab-kana,Vocab-meaning,Vocab-sound-local,Vocab-pos,Sentence-expression,Sentence-kana,Sentence-meaning,Sentence-sound-local,Sentence-image-local,Vocab-furigana,Sentence-furigana,Sentence-Cloze
5057,230,339,4370,4369,2416,JLPT1,不良,ふりょう,"bad, defective",[sound:1e27a11d7f378f8f7480284849b35a0b.mp3],Adjectival Noun,<b>不良</b>品を返品したよ。,<b>ふりょう</b>ひん を へんぴん した よ,I returned the defective product.,[sound:1b04ebbb13dbd4d4395a8dcb5c1befa8.mp3],,不良[ふりょう],<b> 不良[ふりょう]</b> 品[ひん]を 返品[へんぴん]したよ。,<b>（　）</b> 品[ひん]を 返品[へんぴん]したよ。
5111,338,339,4579,4578,2417,JLPT0,引き返す,ひきかえす,"turn back, retrace one's steps",[sound:dddde75cd24ac97a56c8f769460eead3.mp3],Verb,雨が強かったので<b>引き返した</b>よ。,あめ が つよかった の で <b>ひきかえした</b> よ,I turned back because it was raining heavily.,[sound:f3b09762a0c75781a481401f4c6b8f38.mp3],,引[ひ]き 返[かえ]す,雨[あめ]が 強[つよ]かったので<b> 引[ひ]き 返[かえ]した</b>よ。,雨[あめ]が 強[つよ]かったので<b>（　）</b>よ。
3713,339,340,2382,2484,2418,JLPT1,借り,かり,"borrowing, debt",[sound:aff95fc957f09bdd6ffdea1740bb6d60.mp3],Noun,この<b>借り</b>は必ず返します。,この <b>かり</b> は かならず かえします,I will definitely pay it back.,[sound:974866ff2267604038f2ab45349231d9.mp3],,借[か]り,この<b> 借[か]り</b>は 必[かなら]ず 返[かえ]します。,この<b>（　）</b>は 必[かなら]ず 返[かえ]します。
5705,318,340,4541,4540,2419,JLPT1,利子,りし,interest,[sound:8677d7e0029d1a9dbd682b949238cfb1.mp3],Noun,借金に<b>利子</b>をつけて返したの。,しゃっきん に <b>りし</b> を つけて かえした の,He returned the debt with interest.,[sound:48769ea5d33d42fff7bf1451e65c9f57.mp3],,利子[りし],借金[しゃっきん]に<b> 利子[りし]</b>をつけて 返[かえ]したの。,借金[しゃっきん]に<b>（　）</b>をつけて 返[かえ]したの。
3064,340,341,2385,2486,2420,JLPT2,貸し出し,かしだし,"lending service, checking out",[sound:be6478c36ecd08b28fcb1740a4d9f9d8.mp3],Verbal Noun,その本は<b>貸し出し</b>していません。,その ほん は <b>かしだし</b> して いません,That book can't be checked out.,[sound:4c4ef2024e1acfca139e5c4dfce860f9.mp3],,貸[か]し 出[だ]し,その 本[ほん]は<b> 貸[か]し 出[だ]し</b>していません。,その 本[ほん]は<b>（　）</b>していません。
2288,341,342,2387,2488,2421,JLPT2,申請,しんせい,"application, petition",[sound:cf4904eeae14130bcf0d52a9bbd37262.mp3],Verbal Noun,これからパスポートの<b>申請</b>に行きます。,これから ぱすぽーと の <b>しんせい</b> に いきます,I am now going to apply for my passport.,[sound:ad24fe8646e95285bcf3097581419faa.mp3],,申請[しんせい],これからパスポートの<b> 申請[しんせい]</b>に 行[い]きます。,これからパスポートの<b>（　）</b>に 行[い]きます。
3242,180,343,2102,2203,2422,JLPT2,月末,げつまつ,end of the month,[sound:e7fc78acbc08d079fa53c335e59a48e4.mp3],Noun,<b>月末</b>までに申込書を送ってください。,<b>げつまつ</b> まで に もうしこみしょ を おくって ください,Please send the application form by the end of the month.,[sound:4bb3212dd39de458caff7bba657236cc.mp3],,月末[げつまつ],<b> 月末[げつまつ]</b>までに 申込書[もうしこみしょ]を 送[おく]ってください。,<b>（　）</b>までに 申込書[もうしこみしょ]を 送[おく]ってください。
3894,0,343,3823,3817,2423,JLPT0,ぎゅうぎゅう,ぎゅうぎゅう,"packed, crammed",[sound:7f27252f64502c2e049cf811e9da28d2.mp3],Adverb,電車が<b>ぎゅうぎゅう</b>に込んでいますね。,でんしゃ が <b>ぎゅうぎゅう</b> に こんで います ね,The train is jam-packed.,[sound:f059e4f475d170d80da37924ae6cbe92.mp3],,ぎゅうぎゅう,電車[でんしゃ]が<b>ぎゅうぎゅう</b>に 込[こ]んでいますね。,電車[でんしゃ]が<b>（　）</b>に 込[こ]んでいますね。
4454,180,343,4277,4276,2424,JLPT0,年末,ねんまつ,end of year,[sound:eca552bc5e9be3c2c07c60022da10e8a.mp3],Noun,<b>年末</b>のセールはいつも込んでいるね。,<b>ねんまつ</b> の せーる は いつも こんで いる ね,The year-end sale is always crowded.,[sound:ce25d49f937cef77103412fc79885aac.mp3],,年末[ねんまつ],<b> 年末[ねんまつ]</b>のセールはいつも 込[こ]んでいるね。,<b>（　）</b>のセールはいつも 込[こ]んでいるね。
4513,342,343,4588,4587,2425,JLPT0,申し込み,もうしこみ,"application, proposal",[sound:71249a57b6eb106e6dac989c21e9ab0b.mp3],Noun,今日、スポーツジムの<b>申し込み</b>をしました。,きょう すぽーつじむ の <b>もうしこみ</b> を しました,I signed up for the sports gym today.,[sound:3351cada21f751503ec7e9e5eedf7c68.mp3],,申[もう]し 込[こ]み,今日[きょう]、スポーツジムの<b> 申[もう]し 込[こ]み</b>をしました。,今日[きょう]、スポーツジムの<b>（　）</b>をしました。
5274,342,343,4591,4590,2426,JLPT0,割り込む,わりこむ,cut in,[sound:82c61b5bcbeba5ff09813fb51b15344c.mp3],Verb,車が前に<b>割り込んできた</b>。,くるま が まえ に <b>わりこんで きた</b>,A car cut in front of me.,[sound:536f4b4d5fc88b502638e9cd5919d2cf.mp3],,割[わ]り 込[こ]む,車[くるま]が 前[まえ]に<b> 割[わ]り 込[こ]んできた</b>。,車[くるま]が 前[まえ]に<b>（　）</b>。
5379,342,343,4594,4593,2427,JLPT2,人込み,ひとごみ,crowd,[sound:1d5c01e01494f911568f3f53d4b7bdbb.mp3],Noun,私は<b>人込み</b>が好きではありません。,わたし は <b>ひとごみ</b> が すき で は ありません,I don't like crowds.,[sound:c58b21106d292782f148750224454b23.mp3],,人込[ひとご]み,私[わたし]は<b> 人込[ひとご]み</b>が 好[す]きではありません。,私[わたし]は<b>（　）</b>が 好[す]きではありません。
2987,343,344,2395,2496,2428,JLPT0,前期,ぜんき,"previous term, last semester",[sound:d7090df98ed5fc9890251850429f81fb.mp3],Noun,<b>前期</b>の売上はとても良かったわ。,<b>ぜんき</b> の うりあげ は とても よかった わ,Sales during the first term were very good.,[sound:4ad597b26d387bb767c9efeff7e783c2.mp3],,前期[ぜんき],<b> 前期[ぜんき]</b>の 売上[うりあげ]はとても 良[よ]かったわ。,<b>（　）</b>の 売上[うりあげ]はとても 良[よ]かったわ。
4574,343,344,4596,4595,2429,JLPT2,短期,たんき,short-term,[sound:6d1e9817f865352480e6b540fa0b5f5f.mp3],Noun,明日から2週間、<b>短期</b>のアルバイトをします。,あした から 2 しゅうかん <b>たんき</b> の あるばいと を します,"For two weeks starting tomorrow, I'm doing a short stint as a part-time worker.",[sound:8e712a0a8d19b7e922d8d8eae8b835e6.mp3],,短期[たんき],明日[あした]から2 週間[しゅうかん]、<b> 短期[たんき]</b>のアルバイトをします。,明日[あした]から2 週間[しゅうかん]、<b>（　）</b>のアルバイトをします。
2664,344,345,2402,2503,2430,JLPT2,期限,きげん,"time limit, term",[sound:81870e5eb96ec3f4f7cd646499ecd0ea.mp3],Noun,<b>期限</b>までに申し込みました。,<b>きげん</b> まで に もうしこみました,I signed up before the deadline.,[sound:9d101b2b0a088d291d316149162541cf.mp3],,期限[きげん],<b> 期限[きげん]</b>までに 申[もう]し 込[こ]みました。,<b>（　）</b>までに 申[もう]し 込[こ]みました。
2683,344,345,2403,2504,2431,JLPT2,限度,げんど,"limit, bounds",[sound:c3788cd6f5bec2ceb0ad1b943235e5d3.mp3],Noun,物事には<b>限度</b>があります。,ものごと に は <b>げんど</b> が あります,Every matter has its limit.,[sound:df17becc6d85884788e6e36aabf2029c.mp3],,限度[げんど],物事[ものごと]には<b> 限度[げんど]</b>があります。,物事[ものごと]には<b>（　）</b>があります。
3418,345,346,2404,2505,2432,JLPT0,大急ぎ,おおいそぎ,in a great hurry,[sound:4faf66d115c94762c28bf04fd833caee.mp3],Adjectival Noun,<b>大急ぎ</b>でその仕事を仕上げたよ。,<b>おおいそぎ</b> で その しごと を しあげた よ,I finished up the work in a rush.,[sound:980dbb5fb414a232acd1666264853052.mp3],,大急[おおいそ]ぎ,<b> 大急[おおいそ]ぎ</b>でその 仕事[しごと]を 仕上[しあ]げたよ。,<b>（　）</b>でその 仕事[しごと]を 仕上[しあ]げたよ。
3039,346,347,2407,2509,2433,JLPT2,区切る,くぎる,"punctuate, divide",[sound:293d89aca66ebeb43be3f28af76763ab.mp3],Verb,フロアはパーティションで<b>区切られています</b>。,ふろあ は ぱーてぃしょん で <b>くぎられて います</b>,The floor has been divided by a partition.,[sound:03254e51d4d5eca9c3801a28b870374f.mp3],,区切[くぎ]る,フロアはパーティションで<b> 区切[くぎ]られています</b>。,フロアはパーティションで<b>（　）</b>。
3202,266,347,2251,2352,2434,JLPT2,生き物,いきもの,living creature,[sound:cb5ef5fc031791bf679e219b57adcfc2.mp3],Noun,<b>生き物</b>を大切にしましょう。,<b>いきもの</b> を たいせつ に しましょう,Let's care about living things.,[sound:0d538a255c2d95e04fdf5f579c3b1b6f.mp3],,生[い]き 物[もの],<b> 生[い]き 物[もの]</b>を 大切[たいせつ]にしましょう。,<b>（　）</b>を 大切[たいせつ]にしましょう。
3934,252,347,2212,2313,2435,JLPT2,作物,さくもつ,crop,[sound:f666cf0ddeb03aa0ac5a02f42298d931.mp3],Noun,米はアジアでは大切な<b>作物</b>だ。,こめ は あじあ で は たいせつ な <b>さくもつ</b> だ,Rice is an important crop in Asia.,[sound:554e7dcc2177de55de70862fb90bf1cd.mp3],,作物[さくもつ],米[こめ]はアジアでは 大切[たいせつ]な<b> 作物[さくもつ]</b>だ。,米[こめ]はアジアでは 大切[たいせつ]な<b>（　）</b>だ。
3964,252,347,2213,2314,2436,JLPT2,食物,しょくもつ,food,[sound:b1d5b7321126828af87163a191f75251.mp3],Noun,人間にとって水は<b>食物</b>より大切なの。,にんげん に とって みず は <b>しょくもつ</b> より たいせつ なの,For human beings water is more important than food.,[sound:5585bcebdd540a3265c6ef3e6eb98742.mp3],,食物[しょくもつ],人間[にんげん]にとって 水[みず]は<b> 食物[しょくもつ]</b>より 大切[たいせつ]なの。,人間[にんげん]にとって 水[みず]は<b>（　）</b>より 大切[たいせつ]なの。
4910,46,347,4056,4055,2437,JLPT2,一人一人,ひとりひとり,each and every person,[sound:d3cf2b2ac32fb07072cdc1e162179fa0.mp3],Noun,この学校では<b>一人一人</b>の生徒を大切にしているの。,この がっこう で は <b>ひとりひとり</b> の せいと を たいせつ に して いる の,Each individual student is valued in this school.,[sound:67a841c8664d9965e437b536ef72cfca.mp3],,一人一人[ひとりひとり],この 学校[がっこう]では<b> 一人一人[ひとりひとり]</b>の 生徒[せいと]を 大切[たいせつ]にしているの。,この 学校[がっこう]では<b>（　）</b>の 生徒[せいと]を 大切[たいせつ]にしているの。
5473,0,347,5248,5253,2438,JLPT0,ぱいなっぷる,ぱいなっぷる,pineapple,[sound:9827076cbc3792a0c261d75ace87c00f.mp3],Noun,この<b>パイナップル</b>を切ってください。,この <b>ぱいなっぷる</b> を きって ください,Please cut up this pineapple.,[sound:477a964ba0aacc0c6bf3a7fceb79e2c2.mp3],,ぱいなっぷる,この<b>パイナップル</b>を 切[き]ってください。,この<b>（　）</b>を 切[き]ってください。
2923,348,349,2413,2515,2439,JLPT2,券,けん,"voucher, ticket",[sound:c4b873f045cc27c8774ed62f15205654.mp3],Noun,入場<b>券</b>をお持ちですか。,にゅうじょう<b>けん</b> を お もち です か,Do you have an admission ticket?,[sound:663f15986e80556810681be7b96c8311.mp3],,券[けん],入場[にゅうじょう]<b> 券[けん]</b>をお 持[も]ちですか。,入場[にゅうじょう]<b>（　）</b>をお 持[も]ちですか。
3614,348,349,2414,2516,2440,JLPT2,回数券,かいすうけん,book of tickets,[sound:0ab538dbb89dc13a77f33b3c8d00e502.mp3],Noun,バスの<b>回数券</b>を買いました。,ばす の <b>かいすうけん</b> を かいました,I bought a strip of tickets for the bus.,[sound:7ee1519611aa93419987e71ffa6279e5.mp3],,回数券[かいすうけん],バスの<b> 回数券[かいすうけん]</b>を 買[か]いました。,バスの<b>（　）</b>を 買[か]いました。
4506,304,349,4522,4521,2441,JLPT2,当日,とうじつ,that day,[sound:75852d0f3480cb2e9eff6e87c42af81e.mp3],Noun,入場券は<b>当日</b>でも買えますよ。,にゅうじょうけん は <b>とうじつ</b> で も かえます よ,You can buy admission tickets on the same day.,[sound:209f5b6218376567f3c085e04681a572.mp3],,当日[とうじつ],入場券[にゅうじょうけん]は<b> 当日[とうじつ]</b>でも 買[か]えますよ。,入場券[にゅうじょうけん]は<b>（　）</b>でも 買[か]えますよ。
5891,348,349,4603,4602,2442,JLPT0,前売り券,まえうりけん,advance ticket,[sound:03baad4275996576d9d4ccfbb706617f.mp3],Noun,コンサートの<b>前売り券</b>を手に入れたんだ。,こんさーと の <b>まえうりけん</b> を て に いれた ん だ,I got an advance ticket for the concert.,[sound:2cf9309f24dffb929ab01519c4ac9ca0.mp3],,前売[まえう]り 券[けん],コンサートの<b> 前売[まえう]り 券[けん]</b>を 手[て]に 入[い]れたんだ。,コンサートの<b>（　）</b>を 手[て]に 入[い]れたんだ。
2109,331,351,2352,2453,2443,JLPT2,計,けい,total,[sound:67b41055e243c6e236b8fad51c09ca8d.mp3],Noun,3人分の代金は<b>計</b>6000円です。,さんにんぶん の だいきん は <b>けい</b> ろくせんえん です,The cost for three people is 6000 yen in total.,[sound:9cb7b1c539702edb2e3d08c3c7651861.mp3],,計[けい],3人分[さんにんぶん]の 代金[だいきん]は<b> 計[けい]</b> 6000円[ろくせんえん]です。,3人分[さんにんぶん]の 代金[だいきん]は<b>（　）</b> 6000円[ろくせんえん]です。
3177,343,351,2396,2498,2444,JLPT1,期日,きじつ,"date, due date",[sound:b95a951059480b7da34aae3db75d898f.mp3],Noun,代金を<b>期日</b>までにお支払いください。,だいきん を <b>きじつ</b> まで に おしはらい ください,Please pay the charge by the due date.,[sound:c0ded4ee007805bbb356332b1e8c0a2b.mp3],,期日[きじつ],代金[だいきん]を<b> 期日[きじつ]</b>までにお 支払[しはら]いください。,代金[だいきん]を<b>（　）</b>までにお 支払[しはら]いください。
4328,198,351,4320,4319,2445,JLPT0,値上げ,ねあげ,price hike,[sound:1ae1cd6430dbc2f9c8cd7eb6e8449770.mp3],Verbal Noun,バス代が<b>値上げ</b>されました。,ばすだい が <b>ねあげ</b> されました,Bus fares were raised.,[sound:37b6f2b7e2873fdb20f869ea3f3c5830.mp3],,値上[ねあ]げ,バス 代[だい]が<b> 値上[ねあ]げ</b>されました。,バス 代[だい]が<b>（　）</b>されました。
4469,350,351,4606,4605,2446,JLPT2,代金,だいきん,"charge, fee",[sound:205c512169a9780f854e80f204cabb9f.mp3],Noun,ここで<b>代金</b>をお支払いください。,ここ で <b>だいきん</b> を お しはらい ください,Please pay the bill here.,[sound:431e08aad923935f9201eba03b995d9b.mp3],,代金[だいきん],ここで<b> 代金[だいきん]</b>をお 支払[しはら]いください。,ここで<b>（　）</b>をお 支払[しはら]いください。
2267,351,352,2421,2523,2447,JLPT2,指す,さす,"point to, aim at",[sound:e5f363f8f656baba02825d2032c8c249.mp3],Verb,時計が12時を<b>指してる</b>。,とけい が じゅうにじ を <b>さして る</b>,The clock points to 12 o'clock.,[sound:aad6001cdf4b86a7094559d3b297992c.mp3],,指[さ]す,時計[とけい]が 12時[じゅうにじ]を<b> 指[さ]してる</b>。,時計[とけい]が 12時[じゅうにじ]を<b>（　）</b>。
